GENE_ID	locusLine	RASMC_H3K27AC_PDGF_24H_NEW	RASMC_H3K27AC_PDGF_24H_REP2	RASMC_H3K27AC_PDGF_2H_NEW	RASMC_H3K27AC_PDGF_2H_REP2	RASMC_H3K27AC_PDGF_JQ1_24H_NEW	RASMC_H3K27AC_PDGF_JQ1_24H_REP2	RASMC_H3K27AC_PDGF_JQ1_2H_NEW	RASMC_H3K27AC_PDGF_JQ1_2H_REP2	RASMC_H3K27AC_UNSTIM_NEW	RASMC_H3K27AC_UNSTIM_REP1	RASMC_WCE_PDGF_24H_NEW	RASMC_WCE_PDGF_24H_REP2	RASMC_WCE_PDGF_2H_NEW	RASMC_WCE_PDGF_2H_REP2	RASMC_WCE_PDGF_JQ1_24H_NEW	RASMC_WCE_PDGF_JQ1_24H_REP2	RASMC_WCE_PDGF_JQ1_2H_NEW	RASMC_WCE_PDGF_JQ1_2H_REP2	RASMC_WCE_UNSTIM_NEW	RASMC_WCE_UNSTIM_REP2
11_RASMC_H3K27AC_PDGF_24H_REP2_6402_lociStitched	chr15(.):23757603-23771622	0.8034	0.8924	0.7382	0.7529	0.7785	0.6584	0.8063	0.5129	1.2001	1.4064	0.1754	0.4387	0.1674	0.1898	0.1634	0.3237	0.1903	0.3521	0.1815	0.387
6_RASMC_H3K27AC_PDGF_24H_REP2_10818_lociStitched	chr20(.):48879788-48882791	0.6772	0.7374	0.9814	1.4468	0.9001	0.846	1.1116	0.8505	0.7572	0.732	0.2038	0.4563	0.1964	0.166	0.2106	0.2909	0.2125	0.4866	0.1776	0.5614
6_RASMC_H3K27AC_PDGF_2H_REP2_1514_lociStitched	chr1(.):154375111-154380631	1.141	1.3148	1.5851	2.3719	1.2623	0.8814	1.7026	2.5847	1.5603	1.8869	0.2116	0.3929	0.2332	0.1935	0.2046	0.3402	0.2293	0.3881	0.2006	0.5275
6_RASMC_H3K27AC_UNSTIM_REP1_3436_lociStitched	chr13(.):60660109-60662683	1.0461	0.3182	1.254	0.5222	1.3704	0.955	1.6883	0.3182	1.1837	0.9124	0.0748	0.1119	0.1258	0.0882	0.0924	0.0518	0.0985	0.0998	0.0845	0.1528
11_RASMC_H3K27AC_PDGF_24H_REP2_18113_lociStitched	chr9(.):46566245-46576068	0.8385	0.8324	1.164	0.9369	1.9808	1.3719	1.5734	0.9459	0.8865	0.7915	0.1776	0.2879	0.1959	0.1947	0.2046	0.3328	0.215	0.3332	0.1864	0.2925
10_RASMC_H3K27AC_PDGF_2H_REP2_18839_lociStitched	chr4(.):144134691-144141068	0.3428	0.6732	0.41	0.7229	0.2108	0.4282	0.1614	0.4209	0.5203	1.0295	0.1323	0.1742	0.145	0.205	0.1319	0.1873	0.1354	0.2414	0.1386	0.3594
8_RASMC_H3K27AC_PDGF_24H_NEW_19154_lociStitched	chr3(.):109429082-109444057	0.7364	0.2241	0.7711	0.3412	0.7078	0.3959	0.6857	0.1235	0.9253	0.4749	0.1985	0.1304	0.2085	0.1868	0.2017	0.1166	0.2091	0.1159	0.204	0.0615
6_RASMC_H3K27AC_UNSTIM_REP1_10742_lociStitched	chr5(.):137254397-137258807	1.1156	1.4036	1.7623	2.6923	1.0755	1.0262	2.0634	3.6166	1.3171	1.1804	0.1896	0.6967	0.2103	0.275	0.1984	0.5266	0.2015	0.4339	0.176	0.5515
6_RASMC_H3K27AC_PDGF_24H_NEW_9406_lociStitched	chr14(.):83825215-83831556	0.8016	0.5313	0.5007	0.4243	0.4493	0.2995	0.4572	0.3532	1.0124	0.5977	0.1607	0.2852	0.1507	0.1652	0.1293	0.2606	0.1531	0.2551	0.1613	0.2724
9_RASMC_H3K27AC_PDGF_2H_REP2_8702_lociStitched	chr14(.):82279256-82297324	0.7831	0.8431	0.8007	0.995	0.5219	0.2592	0.8808	1.1889	1.4175	0.6677	0.1585	0.4516	0.1662	0.1648	0.1547	0.3304	0.1641	0.4611	0.1694	0.551
7_RASMC_H3K27AC_PDGF_2H_NEW_1713_lociStitched	chr1(.):157567646-157577903	1.0817	0.8691	0.86	0.6189	1.1458	0.673	0.9908	0.8404	1.4427	1.0593	0.203	0.329	0.1954	0.1803	0.1946	0.2668	0.1995	0.2489	0.2068	0.2796
13_RASMC_H3K27AC_UNSTIM_NEW_26916_lociStitched	chr6(.):125714752-125729806	0.8121	1.3097	0.5376	0.7091	1.0254	1.0549	0.4215	0.5057	0.9857	1.515	0.1573	0.4598	0.1656	0.1734	0.1664	0.4161	0.1479	0.2698	0.1681	0.3987
8_RASMC_H3K27AC_UNSTIM_REP1_9729_lociStitched	chr4(.):127783453-127789875	0.8976	0.6686	0.6963	0.4895	1.1373	0.5718	0.7993	0.5385	1.0807	0.7749	0.156	0.1647	0.1633	0.1852	0.1791	0.1783	0.1804	0.1563	0.1803	0.2209
6_RASMC_H3K27AC_UNSTIM_NEW_2291_lociStitched	chr1(.):188093471-188098874	1.8004	1.2241	2.0729	0.9355	1.3994	0.6238	2.2342	1.1958	1.9408	1.0966	0.2446	0.342	0.2659	0.2215	0.2301	0.2967	0.2715	0.3271	0.253	0.4592
6_RASMC_H3K27AC_PDGF_2H_REP2_2593_lociStitched	chr1(.):225300324-225308150	1.3165	1.1192	1.146	0.7092	1.3445	0.7112	1.947	0.8649	1.7466	0.8043	0.3026	0.5019	0.2999	0.1961	0.3116	0.4064	0.3112	0.4685	0.3227	0.4868
8_RASMC_H3K27AC_UNSTIM_REP1_8048_lociStitched	chr20(.):28906231-28912238	1.1463	1.1315	1.0424	0.8162	1.3555	0.7619	1.2518	0.5217	1.3854	1.7838	0.2213	0.2644	0.2223	0.2155	0.1843	0.318	0.2133	0.2631	0.2069	0.3144
7_RASMC_H3K27AC_PDGF_2H_NEW_30952_lociStitched	chrX(.):159028967-159032961	0.6565	0.584	0.4666	0.4487	1.5019	0.8359	0.7077	0.305	0.8079	1.0129	0.1169	0.1697	0.1029	0.112	0.093	0.1011	0.1125	0.0921	0.1043	0.0685
6_RASMC_H3K27AC_PDGF_2H_REP2_6296_lociStitched	chr12(.):7148379-7154190	1.0903	1.0067	0.8679	0.5582	1.0622	0.7229	0.828	0.6828	1.1602	0.7101	0.0982	0.3391	0.1014	0.1326	0.0999	0.252	0.1071	0.2352	0.1003	0.3606
6_RASMC_H3K27AC_PDGF_24H_NEW_23425_lociStitched	chr5(.):135534791-135537827	0.975	1.3059	1.1987	1.6252	1.1609	0.8063	1.0569	1.6137	1.1433	1.1296	0.1901	0.6395	0.2229	0.229	0.2116	0.3781	0.2032	0.4413	0.1777	0.5976
8_RASMC_H3K27AC_UNSTIM_NEW_18478_lociStitched	chr20(.):22891955-22900674	0.6075	0.6846	0.42	0.4011	0.5516	0.3641	0.4599	0.3204	0.6748	0.4989	0.173	0.3735	0.186	0.1745	0.1708	0.2755	0.1575	0.2853	0.1817	0.3903
8_RASMC_H3K27AC_UNSTIM_REP1_1924_lociStitched	chr10(.):46064256-46076521	0.7369	0.7015	0.4059	0.2933	0.8399	0.8448	0.4956	0.3526	0.501	0.5972	0.1807	0.2295	0.1809	0.2179	0.188	0.2394	0.209	0.2658	0.1873	0.1817
7_RASMC_H3K27AC_PDGF_2H_NEW_28077_lociStitched	chr8(.):68898954-68906224	0.6975	1.2662	0.5294	0.5672	0.6239	0.6367	0.2812	0.5448	0.6019	0.8221	0.1759	0.6261	0.2	0.186	0.1901	0.5368	0.1663	0.5319	0.1958	0.6447
10_RASMC_H3K27AC_PDGF_2H_NEW_2710_lociStitched	chr1(.):226232432-226243866	1.1055	1.1784	1.0016	0.5517	0.7124	0.3946	0.6713	0.5364	1.0223	0.5259	0.3149	0.6994	0.3173	0.234	0.2672	0.3996	0.3107	0.4634	0.3028	0.6097
8_RASMC_H3K27AC_PDGF_2H_REP2_3998_lociStitched	chr10(.):51776439-51786200	0.5674	0.9698	0.684	0.7053	0.4563	0.5534	0.8171	0.8762	0.8791	1.3961	0.163	0.3662	0.163	0.2107	0.158	0.3032	0.1599	0.361	0.1563	0.3868
6_RASMC_H3K27AC_PDGF_2H_NEW_29524_lociStitched	chr9(.):65476789-65479900	0.6454	0.9923	0.8915	1.3087	0.7146	0.8151	1.1009	1.5857	0.7563	1.0209	0.2509	0.2131	0.2395	0.2307	0.2106	0.2552	0.2151	0.4533	0.2015	0.5325
10_RASMC_H3K27AC_UNSTIM_NEW_2447_lociStitched	chr1(.):199215427-199226454	1.6886	1.7124	2.1828	2.1079	1.5771	1.0282	1.79	2.3488	1.8821	0.9975	0.3471	0.5162	0.3828	0.2796	0.3592	0.535	0.3717	0.5312	0.3593	0.6865
6_RASMC_H3K27AC_PDGF_24H_REP2_9874_lociStitched	chr2(.):196302593-196306596	0.9541	0.9927	1.0461	1.2974	1.3091	1.3255	1.4802	1.7896	1.0853	1.2069	0.2267	0.2723	0.2285	0.2811	0.2375	0.3878	0.2634	0.4229	0.2068	0.5706
6_RASMC_H3K27AC_PDGF_2H_REP2_13150_lociStitched	chr19(.):59808154-59810842	0.4737	1.3793	0.7574	1.0979	1.0934	1.3481	0.7182	1.2848	0.3433	0.8646	0.1501	0.3482	0.1703	0.2581	0.1791	0.5123	0.1998	0.5544	0.1226	0.4488
11_RASMC_H3K27AC_PDGF_24H_REP2_17381_lociStitched	chr8(.):73681736-73691777	0.7943	1.0483	0.9268	0.8287	1.4494	1.0537	0.9123	0.6726	0.6784	0.6602	0.19	0.3106	0.1958	0.1815	0.1976	0.2699	0.1815	0.3073	0.1765	0.2492
10_RASMC_H3K27AC_PDGF_2H_REP2_15720_lociStitched	chr20(.):42750224-42757310	0.5706	0.5908	0.8482	0.5252	1.8246	0.9878	1.0014	0.4825	0.5358	0.548	0.1713	0.1294	0.1897	0.1758	0.2055	0.2393	0.2223	0.1666	0.1693	0.1712
6_RASMC_H3K27AC_UNSTIM_REP1_322_lociStitched	chr1(.):65673567-65676413	0.6649	1.4121	0.7127	1.3214	0.7677	0.9247	0.7806	1.7503	0.6637	1.203	0.189	0.335	0.2099	0.232	0.1913	0.3888	0.1947	0.2911	0.2042	0.4536
30_RASMC_H3K27AC_PDGF_2H_REP2_12035_lociStitched	chr18(.):56112317-56166690	1.4235	1.9431	1.0889	1.2584	0.9489	0.9875	0.8359	0.8031	1.8823	2.1846	0.1797	0.4631	0.1786	0.217	0.1684	0.3682	0.1667	0.3441	0.1813	0.5048
6_RASMC_H3K27AC_UNSTIM_REP1_2538_lociStitched	chr11(.):15947611-15954679	0.8052	0.4726	0.5743	0.3508	2.0749	1.468	0.7518	0.2787	0.9177	1.3673	0.1645	0.159	0.1537	0.1903	0.1903	0.2026	0.1708	0.1135	0.1675	0.1813
6_RASMC_H3K27AC_PDGF_2H_REP2_33_lociStitched	chr1(.):3020489-3024680	0.8499	0.7831	0.7852	0.6287	1.0956	0.7106	0.9215	0.8591	1.2644	0.963	0.1657	0.2587	0.1564	0.1561	0.1605	0.2317	0.1924	0.3466	0.1867	0.2848
6_RASMC_H3K27AC_UNSTIM_NEW_15692_lociStitched	chr2(.):33838936-33842854	1.2839	1.7731	1.7559	2.3314	2.0806	1.5718	2.1238	3.3753	1.5233	1.3832	0.2222	0.4294	0.2271	0.2445	0.2155	0.4379	0.288	0.3662	0.21	0.4253
12_RASMC_H3K27AC_PDGF_2H_REP2_10590_lociStitched	chr16(.):81288420-81303580	1.7076	1.3725	1.4146	0.8706	1.3352	0.7451	1.3304	0.7101	1.7795	1.2596	0.2046	0.2792	0.191	0.2037	0.1738	0.3385	0.1939	0.3249	0.1954	0.4517
7_RASMC_H3K27AC_PDGF_2H_REP2_2991_lociStitched	chr1(.):263312969-263317434	0.7233	1.7063	0.4921	0.5944	1.3684	0.9516	0.6595	0.4615	0.6932	1.0691	0.2948	0.3876	0.3269	0.2713	0.3103	0.5188	0.3405	0.5267	0.286	0.4928
7_RASMC_H3K27AC_PDGF_24H_REP2_13295_lociStitched	chr4(.):180998223-181005752	1.2543	0.7174	2.3257	1.3473	1.4028	0.9285	1.886	0.8928	1.4919	0.6945	0.166	0.372	0.183	0.1968	0.1846	0.2548	0.1975	0.4175	0.1817	0.2568
9_RASMC_H3K27AC_PDGF_24H_REP2_14492_lociStitched	chr5(.):172033598-172046284	1.285	2.2578	1.2396	2.5567	1.154	0.8768	1.1475	2.8818	1.4617	1.1709	0.1454	0.5844	0.1495	0.1972	0.1412	0.3817	0.1478	0.5009	0.1556	0.6793
8_RASMC_H3K27AC_PDGF_2H_REP2_21027_lociStitched	chr5(.):164713894-164718693	0.9151	1.3879	1.3432	1.8323	1.1559	0.9398	1.6717	2.2344	1.0918	0.73	0.2017	0.4873	0.2349	0.2226	0.2229	0.3482	0.2476	0.5085	0.2165	0.347
13_RASMC_H3K27AC_PDGF_2H_NEW_8717_lociStitched	chr14(.):33043321-33065627	0.8093	0.8041	0.8638	0.7161	0.7586	0.5861	0.8023	0.5335	0.9164	0.8927	0.1695	0.2833	0.1773	0.1879	0.1568	0.25	0.1725	0.2908	0.1707	0.2972
6_RASMC_H3K27AC_UNSTIM_REP1_11464_lociStitched	chr6(.):91674883-91677972	0.6921	0.7488	0.9032	1.0214	0.8276	0.8016	0.7489	0.8522	0.853	0.9602	0.1772	0.3505	0.1996	0.1937	0.215	0.3675	0.2251	0.269	0.2326	0.315
7_RASMC_H3K27AC_UNSTIM_NEW_30118_lociStitched	chr8(.):72308569-72312520	0.7201	1.1907	0.4655	0.3658	1.0735	0.8735	0.3873	0.4072	0.6138	0.5244	0.1997	0.3747	0.1973	0.1387	0.1935	0.3848	0.181	0.4473	0.1747	0.3661
8_RASMC_H3K27AC_PDGF_24H_NEW_10995_lociStitched	chr16(.):19662026-19675482	0.7386	0.9595	1.2371	2.0228	0.574	0.5989	1.3453	2.1946	0.7952	0.6265	0.1974	0.6025	0.1974	0.2602	0.195	0.4342	0.2035	0.6129	0.1849	0.6048
8_RASMC_H3K27AC_PDGF_2H_NEW_5117_lociStitched	chr10(.):96605083-96610957	0.8316	1.0109	1.4676	1.3032	0.9733	0.8611	2.0929	1.3899	1.2135	1.0865	0.1524	0.3952	0.1729	0.1942	0.1308	0.2778	0.1779	0.3977	0.1486	0.4138
6_RASMC_H3K27AC_PDGF_24H_REP2_11481_lociStitched	chr3(.):103979270-103982380	0.7546	1.3052	1.0005	2.021	1.033	0.8979	1.045	3.0287	0.8234	1.0026	0.1873	0.3608	0.2293	0.2022	0.2239	0.3129	0.2208	0.3324	0.205	0.1822
6_RASMC_H3K27AC_PDGF_2H_NEW_5714_lociStitched	chr11(.):35705595-35711814	1.215	1.131	1.3587	1.3432	1.1387	0.8418	1.0344	0.8535	1.3687	0.9343	0.1725	0.3347	0.1754	0.1972	0.1485	0.3132	0.1486	0.313	0.1459	0.4046
7_RASMC_H3K27AC_PDGF_24H_REP2_154_lociStitched	chr1(.):28301546-28304728	0.9848	1.3311	1.471	2.4809	1.7319	1.134	1.7469	2.3465	0.989	1.3422	0.1863	0.4705	0.1776	0.201	0.1783	0.5584	0.167	0.4761	0.1828	0.5802
6_RASMC_H3K27AC_PDGF_2H_REP2_16980_lociStitched	chr3(.):120297020-120301577	1.7541	1.9102	2.5344	2.4623	1.7956	1.4508	2.8903	2.8312	1.606	1.5136	0.3382	0.5851	0.3436	0.3265	0.3442	0.5007	0.3741	0.6953	0.358	0.7885
8_RASMC_H3K27AC_PDGF_24H_REP2_1284_lociStitched	chr1(.):177477399-177484619	1.1477	0.8	0.8541	0.3966	1.6284	0.7024	1.1021	0.1957	1.0934	0.5233	0.1978	0.2362	0.1947	0.1839	0.2129	0.3251	0.1924	0.247	0.1853	0.2038
6_RASMC_H3K27AC_PDGF_24H_NEW_5384_lociStitched	chr10(.):101799070-101804465	1.1184	1.5548	1.7388	2.2669	0.7259	0.5979	1.2673	1.5037	1.2123	1.334	0.1683	0.4014	0.1633	0.212	0.1689	0.3156	0.1858	0.4915	0.1835	0.5794
6_RASMC_H3K27AC_PDGF_24H_REP2_18878_lociStitched	chrX(.):156715317-156718725	0.6555	1.0148	1.0039	1.9148	0.8862	0.7574	0.9723	2.1191	0.7243	0.6461	0.1167	0.3646	0.1246	0.1409	0.11	0.2982	0.1013	0.3026	0.1147	0.3182
8_RASMC_H3K27AC_PDGF_24H_REP2_504_lociStitched	chr1(.):82496679-82506177	1.2003	2.7362	1.2272	2.6713	1.4615	1.6517	1.4792	3.8642	1.1748	1.46	0.1905	0.6636	0.1836	0.2249	0.2002	0.6802	0.191	0.8362	0.1619	0.7708
8_RASMC_H3K27AC_PDGF_24H_REP2_590_lociStitched	chr1(.):87643421-87648589	0.6147	0.7005	0.842	0.8168	0.907	0.7497	0.9963	0.7028	0.7598	0.8956	0.1717	0.1961	0.2012	0.1688	0.1931	0.4234	0.2186	0.4083	0.1873	0.4745
11_RASMC_H3K27AC_PDGF_24H_NEW_8240_lociStitched	chr13(.):86621822-86638574	0.7204	0.5416	0.8586	0.4929	0.9512	0.7391	0.9286	0.3915	0.856	0.6534	0.1812	0.2416	0.1747	0.152	0.1783	0.2831	0.1736	0.2704	0.1833	0.3221
6_RASMC_H3K27AC_PDGF_24H_REP2_1675_lociStitched	chr1(.):219344113-219351073	1.4829	1.7253	1.995	2.2585	1.1356	0.8992	1.3163	2.0503	1.6815	1.1811	0.463	1.0494	0.5329	0.3298	0.4563	0.7395	0.4915	0.8146	0.4787	1.2852
6_RASMC_H3K27AC_PDGF_24H_NEW_22563_lociStitched	chr5(.):59017262-59029057	1.4576	1.8739	1.4356	2.3079	1.2821	1.1055	1.5276	3.0184	1.4769	1.2911	0.1813	0.6244	0.1994	0.2183	0.1779	0.4241	0.1972	0.5571	0.1899	0.8358
10_RASMC_H3K27AC_PDGF_24H_REP2_14047_lociStitched	chr5(.):142266199-142274338	0.4035	0.7303	1.1439	1.3149	0.5202	0.6916	1.0879	1.2377	0.6376	0.748	0.16	0.2979	0.195	0.2198	0.1518	0.3506	0.1892	0.4195	0.1471	0.2598
6_RASMC_H3K27AC_PDGF_24H_REP2_13109_lociStitched	chr4(.):157111755-157116591	0.6571	1.1451	0.2158	0.2231	0.7443	0.5264	0.1488	0.1019	0.4223	0.5324	0.1654	0.3269	0.1259	0.1398	0.1606	0.2952	0.1439	0.1835	0.1322	0.2489
7_RASMC_H3K27AC_PDGF_24H_REP2_8861_lociStitched	chr19(.):53204263-53209429	1.2328	2.6174	2.1795	3.4285	1.4499	1.8978	2.5656	3.7626	1.9125	2.4182	0.1832	0.9089	0.2218	0.2974	0.1828	0.5819	0.2241	0.6885	0.2101	0.8136
6_RASMC_H3K27AC_PDGF_24H_REP2_346_lociStitched	chr1(.):64442089-64450452	1.6418	1.9193	1.5538	1.6761	1.2653	0.9599	1.7796	1.7481	1.574	1.2089	0.2087	0.5467	0.2297	0.2488	0.1985	0.4405	0.2342	0.518	0.2109	0.7328
7_RASMC_H3K27AC_PDGF_2H_NEW_13790_lociStitched	chr19(.):34164354-34172926	0.5546	1.0689	0.7463	1.0982	1.2266	1.1528	1.2781	1.4881	0.5028	0.6767	0.1626	0.488	0.1736	0.2264	0.19	0.3203	0.1874	0.4245	0.162	0.3784
6_RASMC_H3K27AC_PDGF_24H_REP2_9179_lociStitched	chr2(.):32788810-32795965	0.3166	0.6852	0.2521	0.3294	0.371	0.3951	0.1766	0.244	0.3522	0.663	0.1526	0.2996	0.1279	0.1532	0.1406	0.1721	0.1362	0.2294	0.1347	0.2725
10_RASMC_H3K27AC_PDGF_2H_NEW_4729_lociStitched	chr10(.):82016198-82036418	0.9216	1.0101	0.8419	0.9936	1.2229	0.9878	0.9526	1.2693	0.975	0.9779	0.204	0.4077	0.2171	0.2512	0.2054	0.3465	0.2151	0.3026	0.1964	0.33
7_RASMC_H3K27AC_PDGF_24H_REP2_5858_lociStitched	chr14(.):38573296-38578585	0.5616	0.6127	0.5871	0.5833	1.3196	1.004	0.8509	0.8046	0.5907	0.69	0.2069	0.3128	0.2038	0.2476	0.2088	0.1559	0.2233	0.3132	0.1838	0.3418
6_RASMC_H3K27AC_PDGF_24H_REP2_4987_lociStitched	chr13(.):34363355-34367151	1.0718	1.1403	1.3036	1.6592	1.3459	1.1815	1.3023	1.7628	1.2266	1.0563	0.2362	0.5056	0.2247	0.2467	0.199	0.4119	0.2184	0.3928	0.2243	0.4988
8_RASMC_H3K27AC_PDGF_2H_REP2_18037_lociStitched	chr4(.):56707328-56718732	1.6072	2.074	1.664	2.4678	1.6313	1.3376	1.9575	3.1663	1.7495	1.0627	0.1951	0.8411	0.2067	0.252	0.2027	0.5359	0.2191	0.6792	0.2127	0.6701
9_RASMC_H3K27AC_PDGF_2H_REP2_15260_lociStitched	chr20(.):8128692-8140252	0.9686	1.2657	0.8488	0.9635	0.8723	0.578	1.0866	1.0831	1.2278	0.7538	0.1723	0.5838	0.1927	0.1779	0.1757	0.4066	0.194	0.4396	0.1806	0.477
9_RASMC_H3K27AC_PDGF_24H_REP2_13562_lociStitched	chr5(.):61034344-61042486	1.011	1.4049	1.1613	1.0134	1.0755	0.6942	1.3256	1.3246	1.1587	0.8373	0.1952	0.5675	0.1997	0.1948	0.1697	0.3957	0.2254	0.4038	0.1993	0.451
10_RASMC_H3K27AC_PDGF_2H_REP2_18277_lociStitched	chr4(.):84500807-84508137	0.5199	1.1574	0.3637	0.4538	0.5826	0.9312	0.489	0.4075	0.4606	0.5822	0.1747	0.2732	0.1596	0.1602	0.1682	0.2863	0.1817	0.2698	0.1575	0.2409
6_RASMC_H3K27AC_PDGF_2H_REP2_19095_lociStitched	chr4(.):158029219-158034176	0.5863	0.973	0.4289	0.5376	0.7002	0.5983	0.4547	0.6094	0.5471	0.8948	0.2031	0.492	0.1533	0.1814	0.1691	0.3957	0.2028	0.3295	0.1803	0.5224
6_RASMC_H3K27AC_PDGF_24H_NEW_9186_lociStitched	chr14(.):61233028-61237044	0.9678	0.7691	0.5466	0.5559	0.4888	0.2807	0.678	0.5636	0.9076	0.4437	0.1656	0.361	0.1747	0.1361	0.1426	0.2258	0.1879	0.3389	0.1686	0.2388
6_RASMC_H3K27AC_PDGF_2H_REP2_5184_lociStitched	chr10(.):104716360-104719991	0.8456	1.4039	1.067	1.5272	0.7247	0.7587	0.912	1.6093	1.0149	1.0988	0.2062	0.5525	0.1984	0.2536	0.1925	0.5676	0.1981	0.4265	0.2303	0.636
6_RASMC_H3K27AC_PDGF_24H_NEW_11438_lociStitched	chr16(.):61757571-61761092	0.839	1.2995	1.3012	1.783	1.2149	0.8733	1.459	2.4791	1.1092	1.0451	0.1891	0.7704	0.2169	0.2122	0.1865	0.2912	0.2019	0.4291	0.1836	0.3537
6_RASMC_H3K27AC_PDGF_24H_NEW_1957_lociStitched	chr1(.):166908818-166914887	1.6013	1.676	2.1486	2.3574	1.9426	1.1258	2.0749	2.7833	1.8175	1.1105	0.2666	0.6245	0.2888	0.2681	0.2854	0.4433	0.2958	0.5442	0.2744	0.7159
23_RASMC_H3K27AC_PDGF_24H_REP2_2847_lociStitched	chr10(.):48399955-48432167	0.7864	0.6634	0.7351	0.5142	1.0642	0.8935	0.8128	0.3977	1.0089	1.1878	0.1929	0.1507	0.1892	0.1892	0.1935	0.1673	0.188	0.1337	0.1927	0.1264
8_RASMC_H3K27AC_PDGF_2H_REP2_10121_lociStitched	chr16(.):20550501-20556667	0.9926	1.1326	0.8565	0.7137	0.5317	0.5651	0.7227	0.7123	1.0109	0.7829	0.1878	0.6519	0.206	0.1927	0.1631	0.468	0.1854	0.5375	0.1676	0.5375
6_RASMC_H3K27AC_PDGF_24H_REP2_12235_lociStitched	chr4(.):10308781-10310435	0.6713	0.9446	0.9818	0.8919	0.9515	0.9033	0.965	0.2346	0.6328	0.7063	0.1456	0.0321	0.1286	0.1198	0.1301	0.1737	0.1834	0.191	0.1636	0.2466
9_RASMC_H3K27AC_PDGF_2H_REP2_4208_lociStitched	chr10(.):61854282-61861018	1.3758	1.2467	1.5847	1.1897	2.6971	2.1761	1.4023	1.0624	1.1431	1.7198	0.1904	0.3432	0.2287	0.2128	0.2331	0.3075	0.2303	0.3276	0.1875	0.309
7_RASMC_H3K27AC_PDGF_24H_REP2_3328_lociStitched	chr10(.):81909072-81914264	0.9679	1.725	0.8946	1.1749	0.8887	0.7631	0.6173	1.2053	1.1587	1.0564	0.213	0.9425	0.2467	0.2838	0.2041	0.5697	0.2449	0.6008	0.2256	0.8121
9_RASMC_H3K27AC_PDGF_2H_NEW_27281_lociStitched	chr8(.):6196920-6205490	0.79	1.151	0.8955	1.3572	1.0682	0.9037	1.0665	1.5603	0.8423	0.8011	0.1666	0.2837	0.1721	0.1762	0.1613	0.2338	0.1633	0.3089	0.1623	0.2548
6_RASMC_H3K27AC_PDGF_24H_REP2_2367_lociStitched	chr10(.):1251636-1254844	0.5592	0.7351	0.3536	0.311	0.7922	0.5188	0.256	0.4057	0.497	0.4217	0.1778	0.2157	0.1514	0.1304	0.169	0.2786	0.1614	0.2192	0.1584	0.2103
19_RASMC_H3K27AC_PDGF_2H_REP2_19558_lociStitched	chr5(.):27325205-27347934	0.8242	0.4699	0.4427	0.2192	0.9536	0.4686	0.6067	0.1867	0.9975	0.8067	0.1666	0.1563	0.1475	0.1654	0.1584	0.1311	0.168	0.1388	0.1696	0.1278
6_RASMC_H3K27AC_PDGF_24H_REP2_1426_lociStitched	chr1(.):198677599-198683287	1.8606	1.4262	2.0012	1.5549	1.9703	0.9973	1.9643	2.2201	2.2393	1.3749	0.3526	0.5546	0.3542	0.2473	0.3795	0.4686	0.3867	0.4376	0.3313	0.4625
6_RASMC_H3K27AC_PDGF_24H_NEW_1788_lociStitched	chr1(.):154277189-154282420	0.8581	0.9379	0.7723	0.5566	1.0439	0.6949	0.7454	0.3542	0.8183	1.0589	0.2101	0.2761	0.1951	0.1719	0.2057	0.2074	0.2091	0.2931	0.1926	0.343
6_RASMC_H3K27AC_PDGF_24H_NEW_8169_lociStitched	chr13(.):81697050-81700323	0.8905	1.1339	1.1098	1.6282	1.3886	1.2211	1.2953	1.9534	1.0438	1.0234	0.1971	0.3057	0.192	0.2083	0.207	0.2956	0.2631	0.2632	0.201	0.5035
6_RASMC_H3K27AC_PDGF_24H_NEW_5046_lociStitched	chr10(.):85976631-85981598	1.6259	1.4457	2.4375	2.3603	2.062	1.8432	2.7348	2.8881	1.8679	1.8287	0.207	0.4203	0.2166	0.2675	0.2268	0.4964	0.2228	0.5051	0.2187	0.3843
7_RASMC_H3K27AC_PDGF_2H_REP2_14313_lociStitched	chr2(.):193890736-193901905	0.7635	0.6735	1.4152	1.3895	0.9925	0.7216	1.8913	1.2329	0.9154	0.8063	0.1749	0.2642	0.2114	0.2243	0.1784	0.2622	0.2442	0.3755	0.1717	0.2511
12_RASMC_H3K27AC_PDGF_2H_NEW_23932_lociStitched	chr6(.):10501663-10518756	1.0411	1.0579	1.4914	1.2515	0.6639	0.6064	1.1438	0.7733	1.6486	1.5149	0.1891	0.5331	0.1839	0.2195	0.1515	0.3233	0.1915	0.3587	0.1945	0.4662
7_RASMC_H3K27AC_PDGF_24H_REP2_7267_lociStitched	chr16(.):76058821-76066372	0.6136	1.0	0.4488	0.442	1.6356	1.0461	0.671	0.636	0.5306	0.9325	0.1623	0.3918	0.1526	0.2105	0.1907	0.2459	0.1949	0.3089	0.1615	0.1786
7_RASMC_H3K27AC_PDGF_24H_REP2_5067_lociStitched	chr13(.):49991868-49999441	1.3196	1.8881	2.2728	2.1259	2.6959	2.2819	2.5481	2.2585	1.2027	1.0575	0.1899	0.4379	0.1976	0.2346	0.1992	0.5123	0.2246	0.5071	0.1794	0.4696
