GENE_ID	locusLine	RASMC_H3K27AC_PDGF_24H_NEW	RASMC_H3K27AC_PDGF_24H_REP2	RASMC_H3K27AC_PDGF_2H_NEW	RASMC_H3K27AC_PDGF_2H_REP2	RASMC_H3K27AC_PDGF_JQ1_24H_NEW	RASMC_H3K27AC_PDGF_JQ1_24H_REP2	RASMC_H3K27AC_PDGF_JQ1_2H_NEW	RASMC_H3K27AC_PDGF_JQ1_2H_REP2	RASMC_H3K27AC_UNSTIM_NEW	RASMC_H3K27AC_UNSTIM_REP1	RASMC_WCE_PDGF_24H_NEW	RASMC_WCE_PDGF_24H_REP2	RASMC_WCE_PDGF_2H_NEW	RASMC_WCE_PDGF_2H_REP2	RASMC_WCE_PDGF_JQ1_24H_NEW	RASMC_WCE_PDGF_JQ1_24H_REP2	RASMC_WCE_PDGF_JQ1_2H_NEW	RASMC_WCE_PDGF_JQ1_2H_REP2	RASMC_WCE_UNSTIM_NEW	RASMC_WCE_UNSTIM_REP2
RASMC_H3K27AC_UNSTIM_REP1_13429	chr9(.):10445794-10447991	1.2974	2.0444	1.8805	3.2221	1.6255	1.4037	2.0966	4.234	1.5446	1.7792	0.2368	0.8196	0.3013	0.34	0.2648	0.7328	0.3042	0.7616	0.2204	0.9746
RASMC_H3K27AC_UNSTIM_REP1_13621	chr9(.):54142403-54143639	1.1149	0.3693	1.101	0.3923	1.0099	0.5669	1.908	0.2324	1.7402	1.0335	0.184	0.0835	0.2328	0.1873	0.1732	0.1219	0.166	0.1782	0.2104	0.0611
RASMC_H3K27AC_UNSTIM_REP1_11349	chr6(.):53503106-53504986	1.4743	1.3647	2.1527	1.514	2.9673	2.4128	3.0312	1.1246	1.3883	0.9888	0.2413	0.0728	0.2939	0.2562	0.2143	0.4599	0.2663	0.2544	0.2118	0.2842
RASMC_H3K27AC_UNSTIM_REP1_13821	chr9(.):88664708-88668214	0.66	0.3226	0.3755	0.1906	0.7469	0.4613	0.3329	0.0664	1.1129	1.4752	0.1804	0.0666	0.1836	0.1235	0.1672	0.245	0.1521	0.0806	0.1809	0.1575
RASMC_H3K27AC_UNSTIM_REP1_9433	chr4(.):64906655-64907967	1.4101	1.2925	1.7447	1.1648	2.2305	1.5658	2.2691	0.6374	1.4645	0.9461	0.2249	0.6035	0.2605	0.2398	0.267	0.3413	0.2821	0.6035	0.1972	0.171
RASMC_H3K27AC_UNSTIM_REP1_4079	chr14(.):67232828-67234859	1.1661	0.1444	0.8509	0.209	1.3699	0.7703	1.041	0.0955	1.0922	1.2793	0.2276	0.0922	0.2583	0.1314	0.1806	0.0719	0.2496	0.069	0.2004	0.0271
RASMC_H3K27AC_UNSTIM_REP1_11184	chr6(.):28254758-28257089	0.8887	1.2002	0.8896	1.0473	1.813	1.6248	0.6307	1.0105	0.7806	1.3961	0.1988	0.6937	0.2071	0.2805	0.2131	0.5709	0.2227	0.5489	0.1933	1.0129
RASMC_H3K27AC_UNSTIM_REP1_10597	chr5(.):116515639-116518199	1.3008	0.5451	1.3981	0.5651	1.9282	1.0408	2.2971	0.4652	1.7004	1.0574	0.2291	0.0846	0.216	0.1635	0.1994	0.2074	0.2788	0.3112	0.2157	0.2293
RASMC_H3K27AC_UNSTIM_REP1_13120	chr8(.):78685227-78687301	1.6893	1.7189	1.9717	2.6057	2.4633	1.551	1.9403	3.4914	1.9335	1.8404	0.2756	0.806	0.2544	0.2456	0.2805	0.5939	0.2643	0.5667	0.2295	0.7329
RASMC_H3K27AC_UNSTIM_REP1_135	chr1(.):22044408-22048368	0.9038	0.5151	1.3887	0.5764	0.7213	0.5319	1.164	0.3395	1.8233	1.7142	0.1751	0.0933	0.1989	0.1481	0.1631	0.1002	0.2007	0.1082	0.1985	0.1498
RASMC_H3K27AC_UNSTIM_REP1_9411	chr4(.):62102010-62109304	1.9698	1.5238	1.9456	1.2206	2.4725	1.6785	2.4043	1.0846	2.3663	2.0675	0.2178	0.4194	0.2296	0.2745	0.2115	0.3886	0.2514	0.3057	0.2191	0.412
RASMC_H3K27AC_UNSTIM_REP1_1703	chr10(.):4417215-4417973	0.6555	0.2274	0.2544	0.0424	0.4759	0.318	0.3043	0.0469	1.1083	1.1661	0.1217	0.0	0.1182	0.1073	0.0926	0.0483	0.112	0.1048	0.0956	0.0082
RASMC_H3K27AC_UNSTIM_REP1_3999	chr14(.):43246629-43248722	1.5739	0.9373	1.6224	0.9022	2.2296	1.3507	2.1179	0.7814	1.3906	1.174	0.2075	0.334	0.2356	0.2688	0.2264	0.399	0.2355	0.2837	0.1988	0.1681
RASMC_H3K27AC_UNSTIM_REP1_11248	chr6(.):35529768-35531857	1.4766	0.8738	1.0244	0.5808	2.2111	1.3268	1.7006	0.2855	1.5565	1.0636	0.2568	0.3964	0.2105	0.18	0.2767	0.3505	0.259	0.2914	0.2532	0.253
RASMC_H3K27AC_UNSTIM_REP1_12984	chr8(.):63055090-63056776	1.4442	1.0148	1.8204	0.9658	2.235	1.3171	1.8428	0.9627	1.5199	1.1253	0.2235	0.407	0.3075	0.1557	0.2489	0.3913	0.3094	0.3165	0.2235	0.3962
RASMC_H3K27AC_UNSTIM_REP1_4814	chr16(.):7906790-7907989	0.6878	0.421	0.8152	0.4111	1.02	0.9135	1.4731	0.1108	0.7003	1.0657	0.2168	0.2851	0.1676	0.2445	0.161	0.166	0.2143	0.1019	0.1862	0.1283
RASMC_H3K27AC_UNSTIM_REP1_8115	chr20(.):38332202-38332756	0.2148	0.2071	0.2671	0.0379	1.7765	1.7319	0.4124	0.0541	0.3449	0.7602	0.2186	0.0128	0.1643	0.2941	0.2232	0.0011	0.1869	0.1546	0.1727	0.0291
RASMC_H3K27AC_UNSTIM_REP1_10903	chr5(.):159081755-159083364	1.5912	2.6565	2.2687	4.1342	2.0593	1.8682	2.7877	5.3024	1.6983	1.7429	0.125	0.8967	0.1426	0.1836	0.1831	0.4444	0.1836	0.7335	0.1323	0.8208
RASMC_H3K27AC_UNSTIM_REP1_3716	chr13(.):97738758-97742971	2.3051	1.602	1.9774	1.1672	2.0378	1.3193	1.8415	0.5538	3.4458	2.9692	0.2105	0.3261	0.2199	0.194	0.2361	0.392	0.2373	0.2376	0.2476	0.1356
RASMC_H3K27AC_UNSTIM_REP1_12668	chr8(.):6201999-6204915	1.6667	2.6422	1.9598	3.5777	2.0852	1.642	2.0963	4.2288	1.8827	1.7346	0.1657	0.5668	0.1951	0.2193	0.1612	0.4128	0.1809	0.5992	0.1801	0.5449
RASMC_H3K27AC_UNSTIM_REP1_12404	chr7(.):107521032-107522403	0.3217	0.4666	0.1436	0.2334	1.1983	1.2474	0.122	0.0619	0.4151	1.3086	0.1376	0.1054	0.1193	0.1284	0.1866	0.2452	0.1028	0.0634	0.167	0.2444
RASMC_H3K27AC_UNSTIM_REP1_3879	chr14(.):12575763-12577905	0.4338	0.0451	0.1628	0.0828	1.0467	0.2913	0.1522	0.0195	0.599	0.9858	0.1411	0.0017	0.1376	0.0849	0.1185	0.1283	0.104	0.0294	0.169	0.1311
RASMC_H3K27AC_UNSTIM_REP1_6583	chr2(.):2188129-2190632	0.1814	0.2567	0.1307	0.1513	0.1161	0.1226	0.1214	0.1126	0.6323	1.1859	0.0924	0.0971	0.0803	0.102	0.0938	0.1188	0.0864	0.1701	0.1277	0.0923
RASMC_H3K27AC_UNSTIM_REP1_2144	chr10(.):67762186-67764237	1.7704	2.1546	2.5153	3.0073	2.29	1.8306	2.9058	3.3985	2.1749	2.2277	0.2675	0.6881	0.2753	0.3461	0.2512	0.4195	0.3008	0.6052	0.2192	0.9917
RASMC_H3K27AC_UNSTIM_REP1_11996	chr7(.):38809520-38810386	1.5993	0.3809	0.4479	0.0632	1.2356	0.8958	0.3258	0.1381	1.3389	1.0407	0.2437	0.0612	0.2276	0.093	0.1685	0.0116	0.2097	0.0291	0.1622	0.0143
RASMC_H3K27AC_UNSTIM_REP1_6282	chr19(.):19834259-19835643	1.0762	2.2818	1.5995	3.696	0.8496	0.8311	1.0124	3.9062	1.4081	1.8375	0.2069	1.034	0.2634	0.3937	0.1545	0.6473	0.1853	0.6687	0.1691	0.7093
RASMC_H3K27AC_UNSTIM_REP1_13271	chr8(.):104661643-104663778	1.7813	1.4454	2.0376	1.6512	2.5079	1.7092	2.0852	1.6002	1.9701	1.722	0.2124	0.5913	0.2097	0.3107	0.2315	0.5348	0.2587	0.4307	0.2277	0.3778
RASMC_H3K27AC_UNSTIM_REP1_2505	chr11(.):3118479-3128066	1.6118	0.6451	1.6608	1.0198	2.3793	1.191	3.1529	1.2561	2.1313	1.5836	0.191	0.2802	0.1935	0.199	0.1972	0.2438	0.2081	0.2277	0.2035	0.283
RASMC_H3K27AC_UNSTIM_REP1_7825	chr2(.):253208315-253208988	0.2278	0.3875	0.1472	0.1696	0.1963	0.358	0.1433	0.0269	0.2137	0.6814	0.1118	0.0903	0.0788	0.1019	0.1307	0.2238	0.1537	0.028	0.138	0.0285
RASMC_H3K27AC_UNSTIM_REP1_12752	chr8(.):23913802-23915343	0.3443	0.3476	0.551	0.6449	0.532	0.2896	0.4056	0.3804	0.5338	0.9942	0.1798	0.4533	0.2349	0.1395	0.1843	0.2196	0.1454	0.3505	0.1675	0.4214
RASMC_H3K27AC_UNSTIM_REP1_1757	chr10(.):16033532-16034207	0.4643	0.1377	0.2488	0.0543	0.827	0.773	0.2489	0.1437	0.4705	0.8065	0.2503	0.2801	0.2705	0.2638	0.2289	0.1493	0.2119	0.0256	0.1441	0.179
RASMC_H3K27AC_UNSTIM_REP1_272	chr1(.):48210990-48213107	1.1944	0.9638	0.7929	0.3068	1.3925	0.6643	1.0062	0.4184	1.2206	0.9601	0.2222	0.3378	0.1848	0.1669	0.2063	0.3911	0.1995	0.2848	0.2106	0.3372
RASMC_H3K27AC_UNSTIM_REP1_988	chr1(.):189621935-189622774	0.6909	0.2512	0.4847	0.2954	0.7383	0.4099	0.8148	0.509	0.765	0.7838	0.2063	0.1225	0.1832	0.1894	0.1734	0.0842	0.1879	0.0598	0.1715	0.0293
RASMC_H3K27AC_UNSTIM_REP1_6411	chr19(.):43311933-43314537	0.7015	1.638	0.9858	2.0785	1.152	1.1823	1.5303	1.8488	1.061	1.5821	0.1744	1.2216	0.2265	0.2306	0.2163	0.4744	0.216	0.5985	0.1792	1.0625
RASMC_H3K27AC_UNSTIM_REP1_9135	chr3(.):164274485-164278137	1.9938	2.825	2.7801	4.2533	1.5398	1.1933	2.5605	4.5563	2.2554	1.56	0.2309	0.826	0.2675	0.2712	0.2462	0.4815	0.2863	0.7402	0.2477	0.8044
RASMC_H3K27AC_UNSTIM_REP1_2995	chr11(.):86746483-86747964	0.591	0.8372	0.3714	0.5565	0.5593	0.5857	0.4089	0.8276	0.6129	1.0551	0.12	0.1645	0.1319	0.1846	0.1726	0.374	0.158	0.3067	0.1528	0.55
RASMC_H3K27AC_UNSTIM_REP1_8559	chr3(.):72142080-72144328	2.01	1.9027	1.7349	2.4811	1.4497	1.0348	1.7702	3.0832	2.1008	1.5201	0.1743	0.8078	0.2231	0.2032	0.2116	0.5518	0.2129	0.6879	0.1805	0.8995
RASMC_H3K27AC_UNSTIM_REP1_9289	chr4(.):27797172-27798016	1.2204	0.3351	3.2344	1.0625	3.2844	1.8612	4.5157	0.9304	1.331	0.8782	0.1656	0.1108	0.1827	0.2545	0.1589	0.2519	0.2411	0.3035	0.194	0.0206
RASMC_H3K27AC_UNSTIM_REP1_11633	chr6(.):108599353-108607612	3.1182	2.6998	3.7403	3.0289	2.1504	1.8039	4.5665	2.4573	4.1285	2.9892	0.2438	0.616	0.2461	0.3278	0.211	0.4482	0.2725	0.4563	0.2523	0.6814
RASMC_H3K27AC_UNSTIM_REP1_9871	chr4(.):149628464-149629574	0.4828	0.3848	0.5986	0.5319	0.3797	0.3411	0.7729	0.4065	0.4331	0.8186	0.1346	0.107	0.1438	0.0815	0.127	0.4627	0.1933	0.1546	0.101	0.2173
RASMC_H3K27AC_UNSTIM_REP1_6916	chr2(.):61818039-61819069	0.2684	0.0248	0.143	0.067	0.0858	0.0919	0.0985	0.2074	0.9632	0.905	0.1466	0.1297	0.0764	0.0774	0.0882	0.2006	0.1366	0.0391	0.1871	0.0357
RASMC_H3K27AC_UNSTIM_REP1_13420	chr8(.):132902997-132903541	0.7849	0.6637	0.7831	0.557	0.6134	0.9487	0.7127	0.0643	0.3684	0.7788	0.2162	0.2998	0.2078	0.1207	0.126	0.0379	0.2377	0.0937	0.1581	0.0186
RASMC_H3K27AC_UNSTIM_REP1_10480	chr5(.):100279873-100280959	0.3517	0.1827	0.1719	0.1065	1.1114	0.8881	0.2714	0.079	0.4653	1.4379	0.201	0.3791	0.1782	0.0929	0.1477	0.0414	0.1884	0.0737	0.2291	0.009
RASMC_H3K27AC_UNSTIM_REP1_6874	chr2(.):61037450-61038399	0.6645	0.5674	0.3587	0.213	0.6291	0.512	0.3602	0.0836	0.9979	0.9081	0.1723	0.1824	0.1396	0.106	0.1352	0.3452	0.1088	0.1898	0.1765	0.312
RASMC_H3K27AC_UNSTIM_REP1_2557	chr11(.):25453415-25455963	0.889	0.9841	0.2748	0.5229	0.5168	0.4374	0.2904	0.4714	1.0267	1.5102	0.194	0.2403	0.1427	0.1625	0.1504	0.2229	0.1495	0.2221	0.2077	0.2407
RASMC_H3K27AC_UNSTIM_REP1_3553	chr13(.):79963350-79965165	1.1884	0.6061	1.0063	0.6674	1.8248	1.3003	1.0331	0.2246	1.0837	1.0252	0.2139	0.2379	0.2387	0.2529	0.158	0.1748	0.1989	0.1515	0.2081	0.2863
RASMC_H3K27AC_UNSTIM_REP1_8408	chr3(.):46915741-46918873	1.3907	0.9749	2.5423	2.0428	2.3811	1.4519	3.1146	2.1354	1.8215	1.3834	0.2091	0.3166	0.2906	0.2624	0.2315	0.3108	0.3191	0.2691	0.2059	0.2083
RASMC_H3K27AC_UNSTIM_REP1_2555	chr11(.):25307000-25307472	0.5814	0.2803	0.2499	0.091	0.9764	0.8293	0.3189	0.4275	0.4711	0.7191	0.191	0.4112	0.2152	0.1186	0.244	0.1556	0.1723	0.2838	0.2247	0.0131
RASMC_H3K27AC_UNSTIM_REP1_3084	chr12(.):9987111-9989283	0.6038	0.8217	0.3848	0.8248	0.8152	0.6758	0.2981	1.2844	0.7657	1.2312	0.1857	0.8433	0.2017	0.1302	0.1849	0.3579	0.1578	0.5524	0.1979	0.3851
RASMC_H3K27AC_UNSTIM_REP1_14168	chrX(.):74393129-74394275	0.9638	0.5705	0.6469	0.2554	1.1356	0.754	0.7457	0.4027	1.0574	0.9866	0.1313	0.236	0.0839	0.0791	0.1362	0.1102	0.1366	0.2222	0.1198	0.4613
RASMC_H3K27AC_UNSTIM_REP1_9151	chr3(.):164679565-164685973	2.022	2.1528	3.0781	2.3737	2.1968	1.2915	3.6073	2.4431	2.3446	1.9052	0.2345	0.5678	0.2993	0.2533	0.2386	0.4208	0.279	0.5797	0.233	0.82
RASMC_H3K27AC_UNSTIM_REP1_10642	chr5(.):122119933-122120657	0.3392	0.115	0.2521	0.3097	0.3028	0.5276	0.3406	0.1479	0.2636	0.8341	0.1891	0.1219	0.1716	0.2132	0.1423	0.1945	0.1963	0.5391	0.2071	0.321
RASMC_H3K27AC_UNSTIM_REP1_3415	chr13(.):53601638-53603177	3.0025	1.9296	2.6582	1.4276	3.6946	2.2464	3.4049	0.7356	3.2036	1.3401	0.2024	0.4596	0.1709	0.1695	0.191	0.4231	0.2777	0.4951	0.1917	0.6211
RASMC_H3K27AC_UNSTIM_REP1_6077	chr18(.):53454647-53455261	0.2141	0.0859	0.0865	0.1416	0.1674	0.0623	0.1746	0.0098	0.3296	0.7851	0.1331	0.052	0.0839	0.2018	0.0767	0.0811	0.1442	0.036	0.1503	0.1194
RASMC_H3K27AC_UNSTIM_REP1_12979	chr8(.):62415999-62418006	1.0976	1.5645	1.5894	1.9917	1.7599	1.7179	1.2576	1.3254	0.9263	1.4869	0.2044	0.4339	0.205	0.2196	0.213	0.4477	0.2244	0.4516	0.1788	0.5733
RASMC_H3K27AC_UNSTIM_REP1_8896	chr3(.):127542277-127543668	0.3966	0.4226	0.5002	0.2925	0.6223	0.68	0.5745	0.3423	0.5656	0.9644	0.0998	0.1702	0.1424	0.1699	0.1816	0.1328	0.1665	0.1664	0.1363	0.1573
RASMC_H3K27AC_UNSTIM_REP1_6636	chr2(.):11756203-11759150	0.8274	0.339	1.8172	0.852	2.1305	1.5973	1.9387	0.6937	1.1587	1.1827	0.1968	0.2173	0.2023	0.1907	0.2289	0.2119	0.1989	0.2041	0.2016	0.169
RASMC_H3K27AC_UNSTIM_REP1_6010	chr18(.):48175411-48176428	0.6841	0.0889	0.7388	0.3778	0.9273	0.6851	1.1464	0.2079	0.972	0.7352	0.1463	0.0175	0.1913	0.3049	0.2075	0.1094	0.2736	0.0846	0.2223	0.0769
RASMC_H3K27AC_UNSTIM_REP1_13607	chr9(.):52422226-52423305	1.5536	0.5006	0.5587	0.0745	1.8316	0.6175	0.3894	0.0498	1.4607	0.9247	0.1906	0.0393	0.229	0.1376	0.2487	0.1361	0.2385	0.0741	0.2282	0.0631
RASMC_H3K27AC_UNSTIM_REP1_11436	chr6(.):75015178-75017427	1.6996	1.0782	2.9013	1.485	2.8669	1.462	2.9705	1.7873	1.7656	1.3783	0.1839	0.3009	0.2557	0.2819	0.2293	0.39	0.2154	0.5156	0.2139	0.4625
RASMC_H3K27AC_UNSTIM_REP1_12036	chr7(.):51294369-51297643	0.6485	0.8965	0.3836	0.3667	0.7624	0.8076	0.3577	0.3076	0.5661	1.0056	0.2119	0.4106	0.1451	0.1739	0.1832	0.2607	0.1614	0.29	0.2076	0.3823
RASMC_H3K27AC_UNSTIM_REP1_5298	chr17(.):13592081-13593295	1.2803	0.9242	1.7271	1.2537	1.2003	0.4517	1.553	0.5745	1.7686	1.2677	0.1781	0.4851	0.233	0.2691	0.1968	0.2855	0.2343	0.5029	0.248	0.2581
RASMC_H3K27AC_UNSTIM_REP1_3685	chr13(.):90154401-90155843	0.2059	0.8292	0.1793	1.0027	0.2932	0.7755	0.1822	1.1697	0.1899	0.9485	0.0702	0.4035	0.102	0.1582	0.0763	0.2123	0.074	0.2432	0.0763	0.3197
RASMC_H3K27AC_UNSTIM_REP1_5014	chr16(.):50497008-50502881	2.0105	2.2697	2.2146	3.2189	2.3843	1.6359	2.1834	3.789	2.2711	1.7216	0.1907	0.8712	0.2046	0.2126	0.1824	0.4195	0.2224	0.6258	0.2149	0.7196
RASMC_H3K27AC_UNSTIM_REP1_6761	chr2(.):43640556-43641340	0.4665	0.1456	0.6073	0.3994	0.2338	0.2365	0.446	0.3477	1.1478	0.765	0.1586	0.4399	0.1811	0.1605	0.151	0.2233	0.1995	0.1737	0.1574	0.0867
RASMC_H3K27AC_UNSTIM_REP1_12899	chr8(.):51619598-51620315	1.2471	1.2925	0.7554	0.2496	0.4704	0.3341	0.5	0.0319	1.3542	0.6974	0.1526	0.3704	0.1935	0.1688	0.1455	0.2848	0.1913	0.0808	0.2027	0.0856
RASMC_H3K27AC_UNSTIM_REP1_13224	chr8(.):100144786-100147605	1.2752	0.2958	1.4755	0.3048	1.4209	0.8798	1.8384	0.1919	1.5621	1.3002	0.205	0.0582	0.165	0.1403	0.1632	0.1123	0.1772	0.0762	0.1914	0.2295
RASMC_H3K27AC_UNSTIM_REP1_7822	chr2(.):252864009-252865251	0.7748	0.6762	0.5318	0.3452	1.5011	0.9349	0.7178	0.2048	0.8784	1.0454	0.2187	0.1134	0.1908	0.172	0.2138	0.2272	0.2118	0.276	0.1737	0.4412
RASMC_H3K27AC_UNSTIM_REP1_12706	chr8(.):12149355-12152451	1.6528	1.454	2.1569	1.3206	2.3651	1.3258	2.5033	0.9644	1.8566	1.7272	0.2462	0.3306	0.2471	0.2614	0.2218	0.4117	0.2375	0.295	0.2171	0.3507
RASMC_H3K27AC_UNSTIM_REP1_1554	chr1(.):257533800-257534343	0.2735	0.3669	0.0491	0.2143	0.1048	0.0404	0.0761	0.106	0.3852	0.7852	0.118	0.0867	0.1119	0.0317	0.0586	0.1423	0.1176	0.1948	0.083	0.1232
RASMC_H3K27AC_UNSTIM_REP1_289	chr1(.):57517317-57519083	1.2723	1.6682	2.0119	2.6173	1.9308	1.5528	2.365	3.4071	1.6636	1.4892	0.2285	0.6148	0.3378	0.2667	0.2136	0.5189	0.3253	0.5542	0.2411	0.7117
RASMC_H3K27AC_UNSTIM_REP1_6420	chr19(.):43658871-43660594	0.303	0.423	0.7041	0.7827	0.6975	2.0546	0.6963	0.7838	0.3024	1.0979	0.1864	0.443	0.1828	0.2145	0.1624	0.2174	0.176	0.246	0.1488	0.2156
RASMC_H3K27AC_UNSTIM_REP1_1016	chr1(.):193324544-193325817	0.7125	0.3802	0.7549	0.4489	1.114	0.5425	1.2721	0.3772	0.7876	0.8663	0.1977	0.3915	0.2156	0.1696	0.1643	0.2397	0.2497	0.2459	0.254	0.0622
RASMC_H3K27AC_UNSTIM_REP1_4522	chr15(.):38167403-38170002	1.434	1.4679	0.5889	0.3944	1.9436	1.1498	0.6897	0.337	1.489	1.5487	0.2017	0.1822	0.1863	0.1433	0.2225	0.3142	0.2165	0.1956	0.2181	0.2111
RASMC_H3K27AC_UNSTIM_REP1_1700	chr10(.):4318773-4319948	0.5771	0.2351	0.2709	0.0348	0.4433	0.2793	0.2553	0.0255	0.9468	1.0567	0.1225	0.0001	0.1072	0.0849	0.0782	0.0567	0.1268	0.0588	0.1234	0.0046
RASMC_H3K27AC_UNSTIM_REP1_12166	chr7(.):72268384-72269259	0.1787	0.0	0.1536	0.0571	0.0865	0.0941	0.1231	0.0703	0.4072	1.0906	0.1164	0.0	0.1135	0.1386	0.0923	0.0343	0.1142	0.0336	0.146	0.0
RASMC_H3K27AC_UNSTIM_REP1_6496	chr19(.):55742146-55743509	0.6687	0.606	0.5386	0.307	0.846	0.651	0.536	0.1466	0.8919	0.896	0.2018	0.363	0.2829	0.3927	0.2176	0.3748	0.227	0.34	0.2317	0.2943
RASMC_H3K27AC_UNSTIM_REP1_7437	chr2(.):189572348-189574160	1.103	1.5331	2.0668	2.4428	1.3593	1.197	2.1009	2.6734	1.5297	1.7715	0.262	0.4855	0.2903	0.305	0.2702	0.4106	0.277	0.3424	0.2204	0.4629
RASMC_H3K27AC_UNSTIM_REP1_4743	chr15(.):106587626-106588963	1.7685	0.564	1.28	0.5048	1.1843	0.5528	2.0326	0.6584	2.1661	0.8177	0.2357	0.3935	0.26	0.1801	0.2207	0.4775	0.2966	0.4558	0.176	0.2215
RASMC_H3K27AC_UNSTIM_REP1_8431	chr3(.):51029276-51031026	0.2373	0.1098	0.2393	0.1707	0.3098	0.2882	0.1874	0.0828	0.3758	0.9163	0.1938	0.184	0.1924	0.1514	0.1667	0.0587	0.1832	0.0788	0.2193	0.0417
RASMC_H3K27AC_UNSTIM_REP1_90	chr1(.):15082693-15084625	0.948	0.8616	1.0369	1.0021	0.6462	0.2903	1.0606	0.8598	1.2659	1.2095	0.2086	0.1725	0.1515	0.1527	0.1399	0.2602	0.1882	0.3372	0.1838	0.3403
RASMC_H3K27AC_UNSTIM_REP1_5549	chr17(.):43476721-43477542	0.9343	0.7551	0.8704	0.5042	1.5417	1.3041	1.0324	0.4845	1.156	0.7367	0.2052	0.0669	0.1539	0.1721	0.17	0.2368	0.1647	0.1708	0.1849	0.0436
RASMC_H3K27AC_UNSTIM_REP1_6737	chr2(.):34367176-34368082	1.5704	0.5952	1.4159	0.8776	3.9071	1.64	1.859	1.0513	1.593	1.0904	0.22	0.1366	0.2319	0.185	0.2351	0.1758	0.2162	0.0776	0.2165	0.1478
RASMC_H3K27AC_UNSTIM_REP1_4894	chr16(.):26994437-26995222	0.1115	0.2902	0.2487	0.445	0.1264	0.2271	0.3252	0.4567	0.3114	0.8735	0.1264	0.0188	0.1487	0.2205	0.1352	0.1858	0.1384	0.2029	0.1307	0.1135
RASMC_H3K27AC_UNSTIM_REP1_7732	chr2(.):240461376-240462557	0.7238	0.8436	0.4718	0.4774	0.9151	0.8335	0.4939	0.6186	0.8405	0.986	0.1947	0.3971	0.1853	0.3766	0.192	0.3418	0.2419	0.4578	0.1951	0.2873
RASMC_H3K27AC_UNSTIM_REP1_2333	chr10(.):88531934-88534336	1.403	2.4625	1.9218	3.0967	1.9977	1.8234	2.3003	4.7869	1.6355	1.7545	0.2028	0.8225	0.2089	0.3024	0.2472	0.901	0.2192	0.7271	0.2077	0.6508
RASMC_H3K27AC_UNSTIM_REP1_11520	chr6(.):96436592-96439317	1.5871	1.2982	1.3068	0.7549	0.9873	0.4784	1.4214	0.6695	2.2649	1.1745	0.2048	0.4611	0.2104	0.2301	0.1837	0.332	0.2371	0.3403	0.2401	0.3071
RASMC_H3K27AC_UNSTIM_REP1_2540	chr11(.):16049697-16050945	1.1423	1.1405	1.0627	0.4944	2.6774	1.8625	1.3882	0.7704	1.2411	0.9226	0.1636	0.0	0.1299	0.1878	0.1215	0.0885	0.1565	0.0774	0.112	0.0761
RASMC_H3K27AC_UNSTIM_REP1_14137	chrX(.):60483362-60484099	0.6719	0.0	0.4304	0.0554	0.5409	0.1845	0.4311	0.0847	1.3389	0.8525	0.0803	0.0049	0.0713	0.043	0.0674	0.0067	0.0565	0.0478	0.0942	0.0081
RASMC_H3K27AC_UNSTIM_REP1_10909	chr5(.):159215417-159216547	1.5486	2.218	1.8946	2.261	1.5512	1.6012	2.2536	2.9955	1.7305	1.4929	0.175	1.1261	0.2054	0.2077	0.1536	0.4789	0.2254	0.4394	0.2245	0.3676
RASMC_H3K27AC_UNSTIM_REP1_5732	chr17(.):80864673-80865254	0.2537	0.0	0.2307	0.0263	0.1141	0.318	0.1135	0.0	0.4364	0.756	0.122	0.0103	0.1405	0.1089	0.1438	0.0541	0.1449	0.0127	0.2108	0.0
RASMC_H3K27AC_UNSTIM_REP1_9609	chr4(.):101180299-101182882	1.7833	2.0188	2.1236	2.3773	1.5382	1.2169	2.127	2.6684	2.0589	1.9728	0.2213	0.5937	0.2224	0.3051	0.1969	0.2837	0.2436	0.5144	0.2472	0.5837
RASMC_H3K27AC_UNSTIM_REP1_3639	chr13(.):88336009-88337063	0.8934	0.3113	1.6354	0.3717	1.9392	1.6213	2.2115	0.2222	0.9746	0.7673	0.2633	0.0056	0.2648	0.29	0.2449	0.2575	0.3628	0.2343	0.1971	0.3057
RASMC_H3K27AC_UNSTIM_REP1_4758	chr15(.):110323515-110324216	0.7965	0.034	0.2481	0.1603	0.6539	0.2158	0.298	0.0172	0.8692	0.748	0.1591	0.0034	0.1503	0.0482	0.1938	0.0854	0.1983	0.019	0.1468	0.0018
RASMC_H3K27AC_UNSTIM_REP1_6425	chr19(.):43948645-43955920	1.8457	2.6734	2.5107	3.3464	1.7364	1.4163	2.7182	3.2882	2.069	1.9639	0.208	0.8284	0.2486	0.3503	0.2327	0.551	0.2719	0.6786	0.2182	0.7722
RASMC_H3K27AC_UNSTIM_REP1_5875	chr18(.):24716342-24718594	0.8783	1.4625	0.5695	1.2028	0.4586	0.478	0.5113	1.127	1.1612	1.4379	0.2051	0.7255	0.2014	0.2047	0.1611	0.3325	0.2042	0.5067	0.2068	0.7535
RASMC_H3K27AC_UNSTIM_REP1_10591	chr5(.):116482381-116486124	1.1781	0.8989	1.123	0.6704	2.0063	1.6932	1.3004	0.6503	1.2272	1.5007	0.1801	0.1832	0.2193	0.1957	0.1863	0.2278	0.1884	0.1848	0.1713	0.2751
RASMC_H3K27AC_UNSTIM_REP1_13893	chr9(.):96848573-96850621	1.2316	1.5173	1.7301	2.2223	1.7879	1.3322	2.1333	2.2179	1.4548	1.7553	0.2437	0.9118	0.257	0.2962	0.1823	0.3808	0.2137	0.468	0.2286	0.6067
